Invoice__BillDetails__Name,Invoice__BillDetails__Quantity,Invoice__BillDetails__Rate,Bussiness__Name,Bussiness__StreetAddress,Bussiness__City,Bussiness__Country,Bussiness__Zipcode,Invoice__Number,Invoice__IssueDate,Bussiness__Description,Customer__Name,Customer__Email,Customer__PhoneNumber,Customer__Address__line1,Customer__Address__line2,Invoice__Description,Invoice__Due_Date,Invoice__Tax
Gorgeous Wooden Computer ,75,16,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,HN20PHFQ75335674526196564941,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Terri Ernser ,Terri.Ernser@yahoo.com ,415-897-1517 ,231 Jayne Fields ,Mwanza ,voluptate proident ipsum culpa  ,10-07-2023,10
Fantastic Wooden Mouse ,28,50,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,HN20PHFQ75335674526196564941,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Terri Ernser ,Terri.Ernser@yahoo.com ,415-897-1517 ,231 Jayne Fields ,Mwanza ,voluptate proident ipsum culpa  ,10-07-2023,10
Incredible Cotton Shoes ,36,74,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,HN20PHFQ75335674526196564941,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Terri Ernser ,Terri.Ernser@yahoo.com ,415-897-1517 ,231 Jayne Fields ,Mwanza ,voluptate proident ipsum culpa  ,10-07-2023,10
Rustic Frozen Pizza ,95,51,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,HN20PHFQ75335674526196564941,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Terri Ernser ,Terri.Ernser@yahoo.com ,415-897-1517 ,231 Jayne Fields ,Mwanza ,voluptate proident ipsum culpa  ,10-07-2023,10
Unbranded Steel Gloves ,16,90,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,HN20PHFQ75335674526196564941,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Terri Ernser ,Terri.Ernser@yahoo.com ,415-897-1517 ,231 Jayne Fields ,Mwanza ,voluptate proident ipsum culpa  ,10-07-2023,10
Unbranded Metal Car ,62,61,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,HN20PHFQ75335674526196564941,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Terri Ernser ,Terri.Ernser@yahoo.com ,415-897-1517 ,231 Jayne Fields ,Mwanza ,voluptate proident ipsum culpa  ,10-07-2023,10
Refined Rubber Shoes ,106,63,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,LY13383655431376939847990,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Kerry Bergnaum ,Kerry_Bergnaum@yahoo.com ,189-052-5595 ,7470 DuBuque Plaza ,Oranjestad ,  exercitation anim ea ullamco nisi ut aute fugiat aliquip laborum est eu exercitation aliqua  ,13-06-2023,10
Intelligent Soft Sausages ,62,45,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,LY13383655431376939847990,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Kerry Bergnaum ,Kerry_Bergnaum@yahoo.com ,189-052-5595 ,7470 DuBuque Plaza ,Oranjestad ,  exercitation anim ea ullamco nisi ut aute fugiat aliquip laborum est eu exercitation aliqua  ,13-06-2023,10
Incredible Wooden Chips ,60,39,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,LY13383655431376939847990,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Kerry Bergnaum ,Kerry_Bergnaum@yahoo.com ,189-052-5595 ,7470 DuBuque Plaza ,Oranjestad ,  exercitation anim ea ullamco nisi ut aute fugiat aliquip laborum est eu exercitation aliqua  ,13-06-2023,10
Tasty Rubber Gloves ,76,54,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,LY13383655431376939847990,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Kerry Bergnaum ,Kerry_Bergnaum@yahoo.com ,189-052-5595 ,7470 DuBuque Plaza ,Oranjestad ,  exercitation anim ea ullamco nisi ut aute fugiat aliquip laborum est eu exercitation aliqua  ,13-06-2023,10
Generic Rubber Mouse ,77,27,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,LY13383655431376939847990,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Kerry Bergnaum ,Kerry_Bergnaum@yahoo.com ,189-052-5595 ,7470 DuBuque Plaza ,Oranjestad ,  exercitation anim ea ullamco nisi ut aute fugiat aliquip laborum est eu exercitation aliqua  ,13-06-2023,10
Gorgeous Steel Salad ,24,45,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,PL06549514582519367096003927,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Garry Hegmann ,Garry_Hegmann59@hotmail.com ,750-257-9345 ,9874 Bayer Road ,Le Hocq ,cupidatat sit nulla laborum magna consectetur ipsum  ,14-06-2023,10
Unbranded Granite Fish ,34,84,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,PL06549514582519367096003927,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Garry Hegmann ,Garry_Hegmann59@hotmail.com ,750-257-9345 ,9874 Bayer Road ,Le Hocq ,cupidatat sit nulla laborum magna consectetur ipsum  ,14-06-2023,10
Incredible Granite Pizza ,87,50,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,PL06549514582519367096003927,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Garry Hegmann ,Garry_Hegmann59@hotmail.com ,750-257-9345 ,9874 Bayer Road ,Le Hocq ,cupidatat sit nulla laborum magna consectetur ipsum  ,14-06-2023,10
Sleek Cotton Chicken ,53,49,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,PL06549514582519367096003927,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Garry Hegmann ,Garry_Hegmann59@hotmail.com ,750-257-9345 ,9874 Bayer Road ,Le Hocq ,cupidatat sit nulla laborum magna consectetur ipsum  ,14-06-2023,10
Fantastic Frozen Chicken ,84,83,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,PL06549514582519367096003927,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Garry Hegmann ,Garry_Hegmann59@hotmail.com ,750-257-9345 ,9874 Bayer Road ,Le Hocq ,cupidatat sit nulla laborum magna consectetur ipsum  ,14-06-2023,10
Intelligent Cotton Pizza ,67,93,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,PL06549514582519367096003927,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Garry Hegmann ,Garry_Hegmann59@hotmail.com ,750-257-9345 ,9874 Bayer Road ,Le Hocq ,cupidatat sit nulla laborum magna consectetur ipsum  ,14-06-2023,10
Ergonomic Plastic Tuna ,116,79,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,PL06549514582519367096003927,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Garry Hegmann ,Garry_Hegmann59@hotmail.com ,750-257-9345 ,9874 Bayer Road ,Le Hocq ,cupidatat sit nulla laborum magna consectetur ipsum  ,14-06-2023,10
Sleek Plastic Pants ,39,65,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,PL06549514582519367096003927,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Garry Hegmann ,Garry_Hegmann59@hotmail.com ,750-257-9345 ,9874 Bayer Road ,Le Hocq ,cupidatat sit nulla laborum magna consectetur ipsum  ,14-06-2023,10
Fantastic Plastic Bacon ,11,87,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,XK146147219503546596,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Kerry Bergnaum ,Kerry_Bergnaum@yahoo.com ,189-052-5595 ,7470 DuBuque Plaza ,Oranjestad ,ullamco  aute enim ut ea et  laborum  cillum  ,04-07-2023,10
Practical Cotton Cheese ,24,31,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,XK146147219503546596,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Kerry Bergnaum ,Kerry_Bergnaum@yahoo.com ,189-052-5595 ,7470 DuBuque Plaza ,Oranjestad ,ullamco  aute enim ut ea et  laborum  cillum  ,04-07-2023,10
Licensed Rubber Ball ,109,58,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,XK146147219503546596,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Kerry Bergnaum ,Kerry_Bergnaum@yahoo.com ,189-052-5595 ,7470 DuBuque Plaza ,Oranjestad ,ullamco  aute enim ut ea et  laborum  cillum  ,04-07-2023,10
Tasty Plastic Chicken ,112,31,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,CH3503640XOWVOKEUAFXQ,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Terri Ernser ,Terri.Ernser@yahoo.com ,415-897-1517 ,231 Jayne Fields ,Mwanza ,adipisicing ea dolore in ad  est minim do  ,01-07-2023,10
Intelligent Wooden Chair ,101,29,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,CH3503640XOWVOKEUAFXQ,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Terri Ernser ,Terri.Ernser@yahoo.com ,415-897-1517 ,231 Jayne Fields ,Mwanza ,adipisicing ea dolore in ad  est minim do  ,01-07-2023,10
Rustic Rubber Shoes ,91,75,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,CH3503640XOWVOKEUAFXQ,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Terri Ernser ,Terri.Ernser@yahoo.com ,415-897-1517 ,231 Jayne Fields ,Mwanza ,adipisicing ea dolore in ad  est minim do  ,01-07-2023,10
Generic Rubber Towels ,14,20,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,CH3503640XOWVOKEUAFXQ,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Terri Ernser ,Terri.Ernser@yahoo.com ,415-897-1517 ,231 Jayne Fields ,Mwanza ,adipisicing ea dolore in ad  est minim do  ,01-07-2023,10
Generic Concrete Towels ,31,26,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,HN94PHZK52468079611398617196,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Candace Gerhold ,Candace3@yahoo.com ,633-008-6596 ,533 Hintz Pine ,Cotton Ground ,  sunt dolore amet eu occaecat excepteur nulla pariatur  ,21-06-2023,10
Practical Rubber Shoes ,64,20,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,HN94PHZK52468079611398617196,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Candace Gerhold ,Candace3@yahoo.com ,633-008-6596 ,533 Hintz Pine ,Cotton Ground ,  sunt dolore amet eu occaecat excepteur nulla pariatur  ,21-06-2023,10
Small Cotton Pants ,83,22,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,HN94PHZK52468079611398617196,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Candace Gerhold ,Candace3@yahoo.com ,633-008-6596 ,533 Hintz Pine ,Cotton Ground ,  sunt dolore amet eu occaecat excepteur nulla pariatur  ,21-06-2023,10
Generic Plastic Towels ,56,19,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,HN94PHZK52468079611398617196,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Candace Gerhold ,Candace3@yahoo.com ,633-008-6596 ,533 Hintz Pine ,Cotton Ground ,  sunt dolore amet eu occaecat excepteur nulla pariatur  ,21-06-2023,10
Refined Granite Gloves ,118,36,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,HN94PHZK52468079611398617196,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Candace Gerhold ,Candace3@yahoo.com ,633-008-6596 ,533 Hintz Pine ,Cotton Ground ,  sunt dolore amet eu occaecat excepteur nulla pariatur  ,21-06-2023,10
Generic Plastic Cheese ,12,35,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,HN94PHZK52468079611398617196,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Candace Gerhold ,Candace3@yahoo.com ,633-008-6596 ,533 Hintz Pine ,Cotton Ground ,  sunt dolore amet eu occaecat excepteur nulla pariatur  ,21-06-2023,10
Tasty Steel Sausages ,108,37,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,HN94PHZK52468079611398617196,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Candace Gerhold ,Candace3@yahoo.com ,633-008-6596 ,533 Hintz Pine ,Cotton Ground ,  sunt dolore amet eu occaecat excepteur nulla pariatur  ,21-06-2023,10
Sleek Plastic Gloves ,87,87,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,HN94PHZK52468079611398617196,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Candace Gerhold ,Candace3@yahoo.com ,633-008-6596 ,533 Hintz Pine ,Cotton Ground ,  sunt dolore amet eu occaecat excepteur nulla pariatur  ,21-06-2023,10
Practical Concrete Table ,65,92,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,HN94PHZK52468079611398617196,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Candace Gerhold ,Candace3@yahoo.com ,633-008-6596 ,533 Hintz Pine ,Cotton Ground ,  sunt dolore amet eu occaecat excepteur nulla pariatur  ,21-06-2023,10
Licensed Metal Soap ,122,92,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,IR221573485306805661342105,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Terri Ernser ,Terri.Ernser@yahoo.com ,415-897-1517 ,231 Jayne Fields ,Mwanza ,  non consectetur incididunt veniam non voluptate cupidatat velit pariatur commodo velit eiusmod ex velit velit aliquip minim  laboris fugiat incididunt  ,21-06-2023,10
Handmade Rubber Ball ,100,33,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,IR221573485306805661342105,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Terri Ernser ,Terri.Ernser@yahoo.com ,415-897-1517 ,231 Jayne Fields ,Mwanza ,  non consectetur incididunt veniam non voluptate cupidatat velit pariatur commodo velit eiusmod ex velit velit aliquip minim  laboris fugiat incididunt  ,21-06-2023,10
Awesome Plastic Chicken ,107,38,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,IR221573485306805661342105,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Terri Ernser ,Terri.Ernser@yahoo.com ,415-897-1517 ,231 Jayne Fields ,Mwanza ,  non consectetur incididunt veniam non voluptate cupidatat velit pariatur commodo velit eiusmod ex velit velit aliquip minim  laboris fugiat incididunt  ,21-06-2023,10
Rustic Concrete Towels ,65,63,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,IR221573485306805661342105,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Terri Ernser ,Terri.Ernser@yahoo.com ,415-897-1517 ,231 Jayne Fields ,Mwanza ,  non consectetur incididunt veniam non voluptate cupidatat velit pariatur commodo velit eiusmod ex velit velit aliquip minim  laboris fugiat incididunt  ,21-06-2023,10
Small Frozen Gloves ,84,40,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,IR221573485306805661342105,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Terri Ernser ,Terri.Ernser@yahoo.com ,415-897-1517 ,231 Jayne Fields ,Mwanza ,  non consectetur incididunt veniam non voluptate cupidatat velit pariatur commodo velit eiusmod ex velit velit aliquip minim  laboris fugiat incididunt  ,21-06-2023,10
Unbranded Plastic Tuna ,84,84,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,IR221573485306805661342105,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Terri Ernser ,Terri.Ernser@yahoo.com ,415-897-1517 ,231 Jayne Fields ,Mwanza ,  non consectetur incididunt veniam non voluptate cupidatat velit pariatur commodo velit eiusmod ex velit velit aliquip minim  laboris fugiat incididunt  ,21-06-2023,10
Handcrafted Concrete Computer ,110,29,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,IR221573485306805661342105,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Terri Ernser ,Terri.Ernser@yahoo.com ,415-897-1517 ,231 Jayne Fields ,Mwanza ,  non consectetur incididunt veniam non voluptate cupidatat velit pariatur commodo velit eiusmod ex velit velit aliquip minim  laboris fugiat incididunt  ,21-06-2023,10
Handmade Metal Bike ,111,50,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,SV02NTUF84043881431338002784,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Terri Ernser ,Terri.Ernser@yahoo.com ,415-897-1517 ,231 Jayne Fields ,Mwanza ,  ipsum ad tempor veniam id occaecat eu consectetur occaecat labore ullamco  ,21-06-2023,10
Sleek Fresh Cheese ,37,79,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,SV02NTUF84043881431338002784,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Terri Ernser ,Terri.Ernser@yahoo.com ,415-897-1517 ,231 Jayne Fields ,Mwanza ,  ipsum ad tempor veniam id occaecat eu consectetur occaecat labore ullamco  ,21-06-2023,10
Incredible Wooden Soap ,117,54,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,SV02NTUF84043881431338002784,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Terri Ernser ,Terri.Ernser@yahoo.com ,415-897-1517 ,231 Jayne Fields ,Mwanza ,  ipsum ad tempor veniam id occaecat eu consectetur occaecat labore ullamco  ,21-06-2023,10
Ergonomic Steel Bike ,85,83,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,SV02NTUF84043881431338002784,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Terri Ernser ,Terri.Ernser@yahoo.com ,415-897-1517 ,231 Jayne Fields ,Mwanza ,  ipsum ad tempor veniam id occaecat eu consectetur occaecat labore ullamco  ,21-06-2023,10
Ergonomic Wooden Gloves ,104,63,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,SV02NTUF84043881431338002784,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Terri Ernser ,Terri.Ernser@yahoo.com ,415-897-1517 ,231 Jayne Fields ,Mwanza ,  ipsum ad tempor veniam id occaecat eu consectetur occaecat labore ullamco  ,21-06-2023,10
Ergonomic Steel Fish ,70,31,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,SV02NTUF84043881431338002784,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Terri Ernser ,Terri.Ernser@yahoo.com ,415-897-1517 ,231 Jayne Fields ,Mwanza ,  ipsum ad tempor veniam id occaecat eu consectetur occaecat labore ullamco  ,21-06-2023,10
